teff,teff_err-,teff_err+,logg,logg_err-,logg_err+,L,L_err-,L_err+,rad,rad_err-,rad_err+,ebv,ebv_err-,ebv_err+
4079.9519330572266,56.64649578491526,61.489045100047406,1.1161713801543673,0.06258886763707872,0.13636033749739473,632.9770509681455,35.43467156286056,40.97931240097569,50.42204130170753,1.2463549913509056,1.2366540245132214,0.08366188555148169,0.033669708143216515,0.03616096605824824
