teff,teff_err-,teff_err+,logg,logg_err-,logg_err+,L,L_err-,L_err+,rad,rad_err-,rad_err+,ebv,ebv_err-,ebv_err+,ID
4281.20443089878,57.70845830878716,77.17941366565174,2.4217201388840484,0.3085046656482451,0.1844366777291655,711.7697609962125,39.149128233643864,52.66598306051503,48.56478646347077,1.234955090639211,1.2659832306499084,0.06221721222573356,0.030487023077955665,0.035912300599708284,OGLE LMC-HB-0001
4364.848488686134,51.69939593339495,52.004142781627706,1.8879474529160842,0.39845472397024584,0.6839807863880543,392.962608150126,19.724745794612602,22.110378061790414,34.75150216212425,0.8668086178932626,0.8557773765350447,0.11365615235822181,0.023179762570089663,0.022723904676459752,OGLE LMC-HB-0002
16356.445313206366,2339.1411117600474,2228.104973185955,3.1809117987772098,0.540904138633095,0.6238601988736283,5354.908325135713,1646.4218576395142,3781.7560753011076,8.64855388869422,0.5482314353604512,0.7522290059081982,0.12052619961562995,0.03970513013383921,0.03706225275112636,OGLE LMC-HB-0003
3985.786168715934,67.53288637350488,84.28655748798337,1.1138569675398045,0.17807972582613296,0.33384593267390583,851.631414194567,53.20295284199335,68.50087120142496,61.22344049734538,1.7693117089067485,1.6496947344984747,0.15861959265848644,0.04806399926375916,0.05170488352972949,OGLE LMC-HB-0004
4115.572424447962,51.56599205701923,54.79080344583963,1.52481870055201,0.2250966078052261,0.24588246304031935,3406.580133377665,179.59270479647103,211.81394425418557,115.00429721835819,3.0226283622948955,2.81397426796363,0.14927317054708616,0.02895650896801484,0.03068080267526696,OGLE LMC-HB-0005
4237.971392710373,76.56005788631956,92.38517486731871,1.2742485209498664,0.1799593007436453,0.3566458370917438,754.123775629895,49.002747629859186,60.251969080607864,50.97588983779624,1.3409775952450502,1.3082158597513924,0.17417607133523008,0.04531249017992753,0.04701387555356565,OGLE LMC-HB-0006
4270.648593762905,60.55191513783939,73.6088995319642,0.9846425269401776,0.16010598774118023,0.1986356623871105,2261.124064211152,131.4407516355136,161.50281949421515,86.89744049437327,2.257444247596908,2.0996291663553563,0.15465451537746347,0.034002411993007145,0.03681257315577072,OGLE LMC-HB-0007
4632.788076692902,163.4114148758881,215.5877681514321,1.911851505512066,0.40022173177566245,0.2001207834410974,3111.866371911417,290.8449475309935,379.53386126561054,86.49021504710066,5.287849910414664,4.9134148357751855,0.202977541954053,0.06212196441242668,0.07354193067308112,OGLE LMC-HB-0008
3904.7241595477317,92.33661334140106,118.24755321192242,0.7215806865658079,0.08570828976844758,0.21712854217936473,1422.540039506732,109.84253207356096,144.63875498351217,82.44899874937379,2.352060399423948,2.1891106494139763,0.20350957271959225,0.0685247611335208,0.08373304541759408,OGLE LMC-HB-0009
4969.1217483301225,140.2967419667957,153.24942187771558,2.122684546679472,0.5764112330146149,0.40679785016646397,1250.311086471835,107.48589361638096,125.69959923449642,47.803246150793186,1.8665821057736949,1.9117564121626174,0.12638037020420767,0.049621833866937984,0.049829414517422954,OGLE LMC-HB-0010
