teff,teff_err-,teff_err+,logg,logg_err-,logg_err+,L,L_err-,L_err+,rad,rad_err-,rad_err+,ebv,ebv_err-,ebv_err+
3989.6880533477106,76.20016961542387,106.02013853202152,1.11865124248393,0.2088045027141845,0.598095260209192,891.5168537839139,57.226287651423945,76.80750169983219,62.422884834753866,2.100455904797826,1.9985575700194502,0.08635745366828285,0.049919833750958785,0.06189594122891989
