teff,teff_err-,teff_err+,logg,logg_err-,logg_err+,L,L_err-,L_err+,rad,rad_err-,rad_err+,ebv,ebv_err-,ebv_err+
4270.483233388063,88.14361779283081,123.27302443560802,1.4548433537293333,0.2736288875985109,0.3892908377721296,842.0383417500382,63.08254819828824,89.00469397808683,52.97197680554707,1.6633879358550132,1.5018911922738312,0.15121441554492276,0.051084630632055664,0.0632667908806756
